matchday,trap_type,h_rank,a_rank,h_points,a_points,h_gd,a_gd,h_gs,a_gs,h_gc,a_gc,won
30,GRAVITY_AWAY_DOG,15,14,21,22,-24,-18,22,28,46,46,True
6,GRAVITY_HOME_DOG,16,10,1,5,-9,0,5,10,14,10,True
7,GRAVITY_AWAY_DOG,13,16,4,1,-5,-10,6,6,11,16,True
8,GRAVITY_HOME_DOG,16,8,1,10,-11,-4,8,7,19,11,True
9,GRAVITY_HOME_DOG,15,16,4,2,-8,-11,7,9,15,20,True
10,GRAVITY_AWAY_DOG,3,13,20,8,8,-6,14,8,6,14,True
11,GRAVITY_HOME_DOG,13,5,8,17,-8,9,9,21,17,12,True
12,GRAVITY_AWAY_DOG,13,14,9,8,-7,-9,14,9,21,18,True
12,GRAVITY_AWAY_DOG,10,16,13,6,-2,-12,17,5,19,17,True
14,GRAVITY_AWAY_DOG,9,14,16,8,-2,-10,19,10,21,20,True
14,GRAVITY_AWAY_DOG,6,16,22,6,5,-14,18,5,13,19,True
15,GRAVITY_HOME_DOG,16,13,6,12,-16,-11,5,11,21,22,False
15,GRAVITY_HOME_DOG,14,4,8,25,-11,7,11,20,22,13,False
17,GRAVITY_HOME_DOG,16,11,7,14,-14,-8,12,16,26,24,True
18,GRAVITY_AWAY_DOG,4,15,31,12,5,-14,23,13,18,27,True
18,GRAVITY_AWAY_DOG,1,16,38,7,18,-15,28,12,10,27,False
19,GRAVITY_HOME_DOG,15,12,13,16,-17,-8,18,19,35,27,False
24,GRAVITY_HOME_DOG,13,6,21,38,-18,4,24,29,42,25,True
25,GRAVITY_HOME_DOG,14,3,18,43,-22,14,20,41,42,27,True
25,GRAVITY_AWAY_DOG,16,13,14,21,-26,-19,18,25,44,44,False
26,GRAVITY_AWAY_DOG,5,16,44,14,8,-28,34,18,26,46,False
29,GRAVITY_HOME_DOG,13,4,25,50,-18,9,23,36,41,27,True
6,GRAVITY_HOME_DOG,14,8,1,7,-7,5,4,9,11,4,True
7,GRAVITY_HOME_DOG,14,15,1,1,-9,-11,5,4,14,15,True
14,GRAVITY_HOME_DOG,15,1,5,34,-18,19,15,30,33,11,True
15,GRAVITY_AWAY_DOG,11,15,13,5,-3,-22,14,15,17,37,False
19,GRAVITY_AWAY_DOG,7,16,28,7,6,-19,18,13,12,32,True
20,GRAVITY_HOME_DOG,16,2,7,41,-20,19,13,35,33,16,True
21,GRAVITY_AWAY_DOG,6,16,33,7,13,-23,36,13,23,36,True
22,GRAVITY_AWAY_DOG,15,16,12,7,-24,-24,22,13,46,37,True
23,GRAVITY_HOME_DOG,16,14,7,16,-26,-25,13,17,39,42,True
24,GRAVITY_HOME_DOG,13,2,17,50,-15,24,21,42,36,18,True
14,GRAVITY_HOME_DOG,15,14,12,13,-10,-8,11,9,21,17,False
21,GRAVITY_AWAY_DOG,1,14,45,18,26,-17,41,16,15,33,True
21,GRAVITY_AWAY_DOG,4,16,38,16,18,-20,44,18,26,38,True
22,GRAVITY_AWAY_DOG,4,16,40,16,18,-21,39,20,21,41,True
23,GRAVITY_HOME_DOG,16,15,16,17,-22,-17,20,17,42,34,True
24,GRAVITY_AWAY_DOG,12,16,22,16,-17,-24,23,21,40,45,False
26,GRAVITY_AWAY_DOG,4,13,49,22,23,-20,45,25,22,45,True
26,GRAVITY_HOME_DOG,15,12,21,23,-21,-16,19,22,40,38,True
27,GRAVITY_HOME_DOG,14,15,22,21,-23,-22,25,19,48,41,True
7,GRAVITY_HOME_DOG,15,8,3,6,-5,-5,4,6,9,11,True
8,GRAVITY_AWAY_DOG,2,16,15,3,10,-6,15,4,5,10,True
9,GRAVITY_HOME_DOG,16,10,3,7,-7,-4,4,11,11,15,True
14,GRAVITY_HOME_DOG,16,10,4,14,-16,-6,5,15,21,21,False
19,CRUSHER_AWAY_FAV,14,3,14,39,-8,22,17,39,25,17,True
20,GRAVITY_AWAY_DOG,8,14,21,14,-4,-10,21,17,25,27,True
21,CRUSHER_AWAY_FAV,13,1,16,45,-19,25,21,42,40,17,True
22,GRAVITY_AWAY_DOG,7,14,25,16,-3,-20,22,21,25,41,True
25,GRAVITY_HOME_DOG,16,10,11,26,-23,-6,10,22,33,28,False
6,GRAVITY_HOME_DOG,14,16,3,1,-6,-6,4,6,10,12,True
14,CRUSHER_AWAY_FAV,15,2,7,31,-11,14,10,23,21,9,True
15,GRAVITY_AWAY_DOG,7,15,20,7,2,-13,14,10,12,23,True
16,GRAVITY_AWAY_DOG,2,16,35,4,14,-24,29,13,15,37,True
16,GRAVITY_AWAY_DOG,11,15,17,7,-1,-14,18,11,19,25,True
17,GRAVITY_HOME_DOG,15,4,7,33,-18,12,11,30,29,18,False
17,GRAVITY_HOME_DOG,16,10,4,20,-26,-4,14,16,40,20,True
18,GRAVITY_AWAY_DOG,11,16,21,4,-10,-28,15,15,25,43,True
19,GRAVITY_HOME_DOG,16,5,4,32,-29,18,16,32,45,14,False
30,GRAVITY_HOME_DOG,15,9,21,36,-20,-4,22,29,42,33,False
8,GRAVITY_AWAY_DOG,9,15,10,3,-2,-11,8,6,10,17,True
9,GRAVITY_HOME_DOG,15,4,3,16,-12,3,6,12,18,9,True
19,GRAVITY_AWAY_DOG,15,13,11,16,-17,-10,12,19,29,29,False
23,GRAVITY_HOME_DOG,16,3,11,39,-24,12,14,29,38,17,False
28,GRAVITY_HOME_DOG,15,14,14,22,-31,-22,19,25,50,47,True
30,GRAVITY_AWAY_DOG,14,16,26,12,-21,-32,28,28,49,60,True
26,CRUSHER_AWAY_FAV,13,2,23,53,-17,18,22,39,39,21,False
26,GRAVITY_HOME_DOG,16,9,14,31,-27,1,18,24,45,23,True
27,GRAVITY_AWAY_DOG,6,16,39,14,9,-28,48,18,39,46,True
27,GRAVITY_AWAY_DOG,10,14,31,22,-2,-21,36,30,38,51,True
28,GRAVITY_HOME_DOG,16,6,14,41,-30,4,19,36,49,32,True
28,GRAVITY_HOME_DOG,15,9,22,36,-23,-11,30,35,53,46,False
29,GRAVITY_AWAY_DOG,8,16,37,14,2,-32,41,19,39,51,True
30,GRAVITY_HOME_DOG,16,11,14,36,-33,-13,20,36,53,49,True
6,CRUSHER_AWAY_FAV,13,2,3,13,-4,5,3,8,7,3,True
16,GRAVITY_HOME_DOG,14,2,11,32,-14,9,12,23,26,14,True
17,GRAVITY_AWAY_DOG,8,14,22,11,1,-15,18,14,17,29,True
20,GRAVITY_HOME_DOG,15,5,9,28,-16,5,15,24,31,19,True
21,GRAVITY_AWAY_DOG,2,15,42,9,11,-18,32,15,21,33,True
22,GRAVITY_HOME_DOG,15,16,9,5,-19,-29,15,12,34,41,True
23,GRAVITY_AWAY_DOG,11,15,27,9,-3,-20,23,15,26,35,True
24,GRAVITY_AWAY_DOG,1,13,51,27,16,-11,37,26,21,37,True
7,GRAVITY_HOME_DOG,15,1,4,14,-6,5,2,10,8,5,True
7,GRAVITY_AWAY_DOG,4,16,13,4,4,-7,8,5,4,12,True
18,CRUSHER_HOME_FAV,2,14,33,16,16,-11,34,12,18,23,False
20,CRUSHER_HOME_FAV,3,15,32,15,9,-19,28,13,19,32,False
26,GRAVITY_HOME_DOG,14,16,22,17,-17,-20,25,18,42,38,True
27,GRAVITY_AWAY_DOG,6,14,41,22,7,-18,39,26,32,44,False
27,GRAVITY_HOME_DOG,13,3,24,50,-14,12,19,42,33,30,True
28,GRAVITY_AWAY_DOG,2,14,53,24,26,-16,51,19,25,35,False
9,CRUSHER_HOME_FAV,1,15,18,5,11,-4,18,5,7,9,False
18,GRAVITY_AWAY_DOG,14,13,17,18,-9,-7,12,17,21,24,True
19,GRAVITY_HOME_DOG,15,5,18,27,-9,5,17,23,26,18,True
23,GRAVITY_HOME_DOG,16,3,18,37,-11,9,23,31,34,22,True
24,GRAVITY_HOME_DOG,16,7,18,35,-12,10,24,42,36,32,True
25,GRAVITY_AWAY_DOG,9,16,34,18,-5,-13,21,26,26,39,False
26,GRAVITY_AWAY_DOG,13,14,27,22,-9,-14,26,23,35,37,True
27,GRAVITY_HOME_DOG,15,13,22,28,-16,-14,23,28,39,42,False
7,GRAVITY_AWAY_DOG,2,16,13,3,9,-7,13,3,4,10,False
12,GRAVITY_HOME_DOG,14,5,8,17,-5,10,6,20,11,10,True
13,GRAVITY_HOME_DOG,15,11,8,11,-6,-6,6,15,12,21,False
13,GRAVITY_AWAY_DOG,7,14,16,10,6,-10,15,8,9,18,True
15,GRAVITY_AWAY_DOG,14,15,11,10,-9,-15,12,8,21,23,True
21,GRAVITY_AWAY_DOG,10,15,23,14,4,-6,28,17,24,23,True
29,GRAVITY_AWAY_DOG,2,16,55,19,24,-31,46,19,22,50,False
6,GRAVITY_AWAY_DOG,14,16,4,3,-5,-6,4,4,9,10,False
10,GRAVITY_AWAY_DOG,1,16,20,6,9,-10,16,6,7,16,False
14,CRUSHER_AWAY_FAV,13,2,12,28,-7,15,7,25,14,10,True
15,GRAVITY_AWAY_DOG,10,13,16,12,-6,-8,21,7,27,15,True
21,GRAVITY_AWAY_DOG,8,14,28,19,-5,-14,18,19,23,33,True
22,GRAVITY_HOME_DOG,14,7,19,36,-15,10,20,32,35,22,True
25,GRAVITY_HOME_DOG,13,6,21,40,-14,13,23,33,37,20,False
27,GRAVITY_AWAY_DOG,7,14,41,23,12,-18,34,25,22,43,True
28,GRAVITY_AWAY_DOG,12,15,27,23,-18,-21,26,25,44,46,True
29,GRAVITY_HOME_DOG,15,16,23,21,-23,-30,25,21,48,51,False
30,GRAVITY_HOME_DOG,14,3,29,53,-26,13,20,40,46,27,True
14,GRAVITY_AWAY_DOG,10,15,12,8,1,-9,16,8,15,17,True
15,GRAVITY_HOME_DOG,13,1,12,25,-7,7,13,16,20,9,True
15,GRAVITY_HOME_DOG,16,3,8,23,-10,4,8,15,18,11,True
16,GRAVITY_HOME_DOG,14,10,12,16,-9,-3,14,19,23,22,True
17,GRAVITY_AWAY_DOG,11,16,18,12,-2,-11,19,14,21,25,False
19,GRAVITY_HOME_DOG,16,7,13,23,-12,3,17,15,29,12,True
20,GRAVITY_AWAY_DOG,11,15,22,13,-3,-13,23,18,26,31,True
21,GRAVITY_HOME_DOG,15,8,13,25,-14,4,19,27,33,23,True
22,GRAVITY_AWAY_DOG,3,16,36,13,8,-18,24,19,16,37,False
29,GRAVITY_HOME_DOG,13,12,24,24,-14,-14,31,22,45,36,False
7,GRAVITY_HOME_DOG,16,6,1,8,-6,2,1,8,7,6,True
8,GRAVITY_AWAY_DOG,1,16,15,1,8,-8,11,1,3,9,True
9,GRAVITY_HOME_DOG,16,2,1,15,-9,8,2,13,11,5,True
9,GRAVITY_HOME_DOG,14,15,2,2,-7,-7,4,3,11,10,True
10,GRAVITY_AWAY_DOG,6,16,13,1,2,-12,11,2,9,14,True
12,GRAVITY_AWAY_DOG,5,13,17,12,2,-4,10,11,8,15,True
13,GRAVITY_HOME_DOG,13,6,12,16,-5,3,11,21,16,18,True
14,GRAVITY_AWAY_DOG,15,13,7,12,-10,-7,5,11,15,18,True
20,GRAVITY_HOME_DOG,13,15,19,12,-15,-16,19,7,34,23,False
20,GRAVITY_HOME_DOG,16,9,6,23,-21,-1,10,24,31,25,True
21,GRAVITY_AWAY_DOG,11,16,25,6,-6,-22,21,11,27,33,True
22,GRAVITY_AWAY_DOG,10,16,27,6,3,-24,31,11,28,35,True
23,GRAVITY_HOME_DOG,14,5,16,36,-17,8,14,38,31,30,True
23,GRAVITY_HOME_DOG,16,2,6,44,-25,30,12,50,37,20,True
25,GRAVITY_HOME_DOG,16,9,6,28,-26,-4,13,22,39,26,False
14,GRAVITY_AWAY_DOG,6,16,21,6,4,-14,17,8,13,22,False
15,GRAVITY_AWAY_DOG,1,15,32,11,18,-14,33,12,15,26,True
16,GRAVITY_HOME_DOG,16,13,11,14,-18,-6,12,11,30,17,True
17,GRAVITY_AWAY_DOG,3,16,30,11,11,-19,26,12,15,31,True
18,GRAVITY_HOME_DOG,16,10,11,19,-20,-4,13,18,33,22,False
20,GRAVITY_AWAY_DOG,14,13,17,17,-18,-7,17,20,35,27,True
21,GRAVITY_HOME_DOG,14,15,17,16,-8,-13,21,13,29,26,False
22,GRAVITY_HOME_DOG,16,7,16,28,-20,-1,19,20,39,21,True
23,GRAVITY_AWAY_DOG,10,16,28,16,-3,-23,25,19,28,42,True
24,GRAVITY_HOME_DOG,16,14,16,20,-25,-6,19,27,44,33,True
25,GRAVITY_AWAY_DOG,15,16,17,16,-23,-27,13,20,36,47,False
27,GRAVITY_HOME_DOG,13,5,21,41,-11,10,26,35,37,25,False
28,GRAVITY_AWAY_DOG,7,16,38,17,6,-27,36,14,30,41,True
28,GRAVITY_HOME_DOG,14,15,21,20,-29,-25,22,24,51,49,True
29,GRAVITY_HOME_DOG,16,7,17,41,-28,2,15,35,43,33,True
30,GRAVITY_AWAY_DOG,4,16,47,17,14,-30,48,16,34,46,True
7,GRAVITY_AWAY_DOG,4,16,11,1,1,-13,9,2,8,15,True
7,GRAVITY_AWAY_DOG,10,15,8,2,-1,-5,8,5,9,10,True
8,GRAVITY_HOME_DOG,15,9,2,10,-6,2,5,7,11,5,True
8,GRAVITY_HOME_DOG,16,14,1,7,-14,-2,3,7,17,9,True
9,GRAVITY_AWAY_DOG,4,15,14,2,3,-7,12,5,9,12,True
13,GRAVITY_AWAY_DOG,15,13,9,11,-14,-8,8,7,22,15,True
14,GRAVITY_AWAY_DOG,16,14,4,11,-11,-10,6,14,17,24,True
15,GRAVITY_AWAY_DOG,12,15,15,11,-3,-11,17,14,20,25,True
22,GRAVITY_HOME_DOG,14,16,18,15,-19,-16,14,21,33,37,True
25,GRAVITY_AWAY_DOG,5,15,41,17,13,-16,37,19,24,35,True
26,GRAVITY_HOME_DOG,16,14,17,21,-17,-17,19,16,36,33,True
30,GRAVITY_HOME_DOG,16,10,19,30,-29,-15,29,36,58,51,True
6,GRAVITY_AWAY_DOG,16,14,2,3,-7,-4,4,3,11,7,True
7,GRAVITY_HOME_DOG,16,3,3,12,-5,1,3,9,8,8,True
8,GRAVITY_AWAY_DOG,12,16,8,3,-3,-7,10,4,13,11,False
17,GRAVITY_AWAY_DOG,6,15,23,10,1,-8,22,12,21,20,True
17,GRAVITY_AWAY_DOG,13,14,14,12,-6,-12,16,17,22,29,False
25,GRAVITY_HOME_DOG,14,15,18,16,-18,-14,23,19,41,33,True
26,GRAVITY_AWAY_DOG,10,16,28,18,-14,-19,23,23,37,42,False
8,GRAVITY_HOME_DOG,13,10,6,8,-4,-2,8,7,12,9,True
8,GRAVITY_HOME_DOG,15,4,4,14,-4,2,8,9,12,7,True
9,GRAVITY_HOME_DOG,13,4,6,14,-5,5,8,14,13,9,False
9,GRAVITY_AWAY_DOG,11,15,10,4,-3,-5,13,9,16,14,True
10,GRAVITY_HOME_DOG,15,7,4,13,-6,4,10,10,16,6,True
11,GRAVITY_HOME_DOG,15,5,7,17,-10,4,7,18,17,14,True
12,GRAVITY_AWAY_DOG,2,15,25,7,10,-13,18,7,8,20,True
13,GRAVITY_HOME_DOG,16,14,7,9,-18,-13,7,7,25,20,False
15,GRAVITY_HOME_DOG,16,4,9,25,-15,11,7,27,22,16,True
16,GRAVITY_HOME_DOG,16,14,9,12,-16,-9,7,14,23,23,True
17,GRAVITY_AWAY_DOG,7,13,24,15,3,-8,29,15,26,23,True
18,GRAVITY_HOME_DOG,13,8,15,23,-10,1,15,15,25,14,False
20,GRAVITY_HOME_DOG,13,4,16,37,-22,6,15,32,37,26,True
21,GRAVITY_AWAY_DOG,10,14,22,16,-11,-23,26,16,37,39,False
25,GRAVITY_AWAY_DOG,11,16,28,18,-13,-20,30,27,43,47,True
26,GRAVITY_HOME_DOG,16,8,18,34,-22,1,27,32,49,31,False
27,GRAVITY_AWAY_DOG,8,14,35,21,0,-13,28,29,28,42,False
27,GRAVITY_AWAY_DOG,12,16,30,19,-4,-20,25,15,29,35,True
28,GRAVITY_HOME_DOG,16,14,19,24,-22,-25,16,23,38,48,True
6,GRAVITY_AWAY_DOG,10,15,7,3,-2,-6,3,4,5,10,True
7,GRAVITY_HOME_DOG,13,12,4,7,-2,-6,5,9,7,15,True
7,GRAVITY_HOME_DOG,16,9,3,7,-7,1,4,9,11,8,False
15,GRAVITY_HOME_DOG,15,12,10,15,-10,-6,11,13,21,19,False
16,GRAVITY_HOME_DOG,13,12,14,15,-10,-8,8,13,18,21,True
16,GRAVITY_AWAY_DOG,9,15,20,12,5,-12,21,20,16,32,False
17,GRAVITY_AWAY_DOG,14,15,14,14,-8,-11,14,8,22,19,True
18,GRAVITY_AWAY_DOG,16,15,6,14,-26,-12,12,8,38,20,True
19,GRAVITY_HOME_DOG,15,8,14,25,-16,-1,9,25,25,26,True
20,GRAVITY_AWAY_DOG,3,15,37,14,17,-18,32,11,15,29,True
21,GRAVITY_HOME_DOG,15,4,14,37,-20,12,11,37,31,25,True
22,GRAVITY_AWAY_DOG,1,14,46,20,14,-18,36,22,22,40,True
22,GRAVITY_AWAY_DOG,8,15,29,14,3,-21,29,12,26,33,False
23,GRAVITY_HOME_DOG,14,16,20,13,-19,-22,23,25,42,47,True
24,GRAVITY_HOME_DOG,14,2,20,46,-20,21,23,45,43,24,True
27,GRAVITY_HOME_DOG,16,1,17,55,-27,16,14,44,41,28,True
28,GRAVITY_AWAY_DOG,14,16,25,17,-18,-29,28,14,46,43,False
29,GRAVITY_AWAY_DOG,13,16,27,17,-17,-25,21,31,38,56,True
9,CRUSHER_HOME_FAV,1,16,16,2,12,-10,18,6,6,16,True
10,GRAVITY_HOME_DOG,16,2,2,16,-13,4,8,8,21,4,True
11,GRAVITY_AWAY_DOG,4,16,18,2,6,-14,20,9,14,23,True
17,GRAVITY_HOME_DOG,15,10,11,19,-18,4,8,21,26,17,False
21,GRAVITY_AWAY_DOG,8,15,31,15,4,-18,19,12,15,30,True
24,GRAVITY_AWAY_DOG,12,13,24,22,-17,-17,18,17,35,34,True
8,GRAVITY_AWAY_DOG,9,13,8,7,1,-3,9,4,8,7,True
9,GRAVITY_AWAY_DOG,6,14,13,7,2,-5,12,5,10,10,True
10,GRAVITY_AWAY_DOG,12,16,9,4,-6,-12,4,7,10,19,True
10,GRAVITY_HOME_DOG,14,1,7,19,-7,7,6,15,13,8,True
11,GRAVITY_HOME_DOG,16,15,4,5,-13,-13,8,6,21,19,True
11,GRAVITY_AWAY_DOG,12,14,11,7,-3,-9,9,6,12,15,False
12,GRAVITY_AWAY_DOG,8,16,16,4,0,-15,15,8,15,23,True
13,GRAVITY_HOME_DOG,16,14,4,9,-19,-15,8,12,27,27,True
18,GRAVITY_HOME_DOG,16,4,5,29,-26,9,11,26,37,17,True
23,GRAVITY_AWAY_DOG,1,14,47,17,26,-22,46,10,20,32,True
24,GRAVITY_HOME_DOG,14,4,17,41,-24,12,10,38,34,26,True
25,GRAVITY_AWAY_DOG,16,15,10,17,-38,-25,17,11,55,36,False
26,GRAVITY_AWAY_DOG,13,16,24,10,-14,-40,27,17,41,57,True
27,GRAVITY_HOME_DOG,16,6,10,43,-41,14,17,44,58,30,False
27,CRUSHER_AWAY_FAV,13,4,25,48,-16,9,16,38,32,29,False
29,GRAVITY_AWAY_DOG,14,15,24,18,-23,-32,19,30,42,62,True
30,GRAVITY_HOME_DOG,16,12,18,30,-33,-14,30,33,63,47,True
6,GRAVITY_AWAY_DOG,15,14,3,3,-15,-8,3,3,18,11,True
13,GRAVITY_AWAY_DOG,12,15,13,5,-5,-20,17,9,22,29,False
21,GRAVITY_HOME_DOG,14,8,17,28,-19,4,17,24,36,20,True
21,GRAVITY_AWAY_DOG,13,16,17,12,-13,-26,25,17,38,43,False
14,GRAVITY_AWAY_DOG,12,16,15,7,-8,-16,11,10,19,26,True
15,GRAVITY_HOME_DOG,16,15,7,11,-18,-3,10,17,28,20,True
16,GRAVITY_HOME_DOG,16,8,7,22,-19,1,11,17,30,16,True
17,GRAVITY_AWAY_DOG,5,16,28,7,11,-20,26,12,15,32,False
25,GRAVITY_AWAY_DOG,2,14,38,21,14,-10,36,26,22,36,False
10,CRUSHER_AWAY_FAV,15,3,3,13,-7,9,3,13,10,4,False
15,GRAVITY_HOME_DOG,16,10,5,11,-14,-9,9,12,23,21,False
16,GRAVITY_AWAY_DOG,5,13,19,9,10,-13,18,7,8,20,True
17,GRAVITY_HOME_DOG,15,8,9,15,-16,-3,8,17,24,20,False
19,GRAVITY_AWAY_DOG,15,16,9,8,-12,-20,8,9,20,29,True
20,GRAVITY_HOME_DOG,16,9,8,16,-25,-9,9,21,34,30,False
29,GRAVITY_AWAY_DOG,13,16,22,16,-19,-31,15,16,34,47,True
30,GRAVITY_HOME_DOG,16,9,16,29,-32,-4,17,21,49,25,True
9,GRAVITY_AWAY_DOG,12,13,4,3,-5,-4,3,5,8,9,False
10,GRAVITY_HOME_DOG,14,10,4,9,-7,-3,5,9,12,12,True
11,CRUSHER_HOME_FAV,4,15,14,3,8,-12,13,5,5,17,True
12,GRAVITY_HOME_DOG,15,7,3,13,-14,4,6,9,20,5,False
12,GRAVITY_AWAY_DOG,13,14,6,4,-7,-9,9,5,16,14,True
13,GRAVITY_AWAY_DOG,6,15,16,4,4,-11,13,5,9,16,True
18,GRAVITY_AWAY_DOG,1,13,39,12,21,-11,33,12,12,23,True
19,GRAVITY_HOME_DOG,16,14,6,9,-19,-16,6,9,25,25,False
19,GRAVITY_HOME_DOG,13,15,12,8,-15,-17,13,9,28,26,True
6,GRAVITY_HOME_DOG,15,8,1,8,-8,2,1,7,9,5,True
7,GRAVITY_AWAY_DOG,7,16,10,1,3,-12,8,1,5,13,False
16,GRAVITY_HOME_DOG,15,10,13,18,-12,1,9,16,21,15,False
21,GRAVITY_AWAY_DOG,15,16,20,13,-13,-24,13,18,26,42,True
22,GRAVITY_HOME_DOG,16,4,13,36,-26,10,18,33,44,23,True
23,GRAVITY_AWAY_DOG,7,16,32,13,-3,-28,26,18,29,46,True
24,GRAVITY_AWAY_DOG,6,16,35,13,10,-31,38,18,28,49,True
25,GRAVITY_AWAY_DOG,10,14,29,26,-10,-14,18,18,28,32,False
25,GRAVITY_AWAY_DOG,16,15,14,24,-31,-16,18,28,49,44,False
11,GRAVITY_AWAY_DOG,15,16,8,7,-12,-11,7,7,19,18,False
21,GRAVITY_HOME_DOG,14,13,18,19,-2,-13,22,21,24,34,True
7,GRAVITY_AWAY_DOG,4,16,13,3,7,-8,14,6,7,14,True
10,GRAVITY_HOME_DOG,16,8,4,14,-15,1,6,15,21,14,True
11,GRAVITY_AWAY_DOG,7,16,17,4,7,-16,19,8,12,24,True
12,GRAVITY_HOME_DOG,16,11,4,13,-18,-8,8,6,26,14,True
13,GRAVITY_AWAY_DOG,3,16,23,4,13,-19,24,10,11,29,True
14,GRAVITY_HOME_DOG,16,14,4,10,-23,-12,11,13,34,25,False
25,GRAVITY_AWAY_DOG,15,13,13,20,-21,-16,19,19,40,35,False
28,GRAVITY_AWAY_DOG,4,16,46,13,18,-26,42,21,24,47,True
29,GRAVITY_HOME_DOG,16,15,13,20,-28,-23,21,26,49,49,False
11,GRAVITY_AWAY_DOG,12,16,8,4,-5,-10,5,6,10,16,False
21,GRAVITY_AWAY_DOG,10,15,22,14,0,-13,26,12,26,25,False
28,GRAVITY_HOME_DOG,16,10,20,28,-15,-2,15,35,30,37,True
13,GRAVITY_AWAY_DOG,6,16,10,3,5,-10,13,2,8,12,True
13,GRAVITY_AWAY_DOG,14,15,5,4,-5,-5,9,6,14,11,True
14,GRAVITY_HOME_DOG,16,3,3,18,-11,11,3,15,14,4,True
15,GRAVITY_AWAY_DOG,13,16,7,3,-8,-13,3,3,11,16,False
19,GRAVITY_AWAY_DOG,14,16,10,9,-12,-7,8,13,20,20,False
24,CRUSHER_AWAY_FAV,14,2,13,41,-10,23,18,40,28,17,True
26,CRUSHER_AWAY_FAV,13,2,18,44,-19,25,11,43,30,18,False
26,GRAVITY_HOME_DOG,15,16,13,12,-12,-22,19,10,31,32,True
30,GRAVITY_AWAY_DOG,16,14,17,22,-15,-16,22,19,37,35,True
9,GRAVITY_HOME_DOG,16,15,2,5,-15,-5,6,4,21,9,True
19,GRAVITY_AWAY_DOG,14,16,18,13,-10,-14,13,21,23,35,False
20,GRAVITY_AWAY_DOG,1,13,37,18,24,-11,47,13,23,24,True
23,GRAVITY_HOME_DOG,16,2,18,44,-17,8,23,24,40,16,True
24,GRAVITY_AWAY_DOG,13,16,22,18,-13,-19,16,23,29,42,True
12,GRAVITY_HOME_DOG,16,6,5,16,-11,1,8,13,19,12,True
13,GRAVITY_AWAY_DOG,3,16,21,5,11,-13,18,8,7,21,True
14,GRAVITY_AWAY_DOG,6,15,19,7,1,-12,17,10,16,22,True
16,GRAVITY_AWAY_DOG,16,15,7,7,-13,-13,8,11,21,24,True
16,GRAVITY_HOME_DOG,14,5,9,22,-12,2,15,19,27,17,True
17,GRAVITY_HOME_DOG,16,7,7,21,-15,-5,11,17,26,22,True
18,GRAVITY_AWAY_DOG,15,16,13,7,-10,-17,18,11,28,28,True
26,CRUSHER_HOME_FAV,1,15,59,17,35,-20,50,25,15,45,True
27,GRAVITY_HOME_DOG,15,2,17,45,-21,14,26,34,47,20,True
28,GRAVITY_AWAY_DOG,10,15,31,17,-3,-22,31,26,34,48,True
29,GRAVITY_HOME_DOG,15,5,17,41,-24,12,26,38,50,26,True
29,GRAVITY_AWAY_DOG,12,14,25,21,-12,-16,24,21,36,37,False
30,GRAVITY_HOME_DOG,13,16,25,13,-14,-27,24,18,38,45,False
30,GRAVITY_AWAY_DOG,6,15,42,17,6,-25,34,28,28,53,False
9,CRUSHER_AWAY_FAV,14,1,6,19,-7,9,6,15,13,6,True
9,GRAVITY_HOME_DOG,16,8,2,13,-13,-1,2,12,15,13,False
10,GRAVITY_AWAY_DOG,6,14,15,6,5,-9,16,6,11,15,True
11,GRAVITY_HOME_DOG,14,9,6,12,-10,0,7,12,17,12,True
11,CRUSHER_HOME_FAV,3,15,21,5,10,-11,21,9,11,20,True
12,GRAVITY_AWAY_DOG,7,15,16,6,-5,-12,14,7,19,19,True
12,GRAVITY_HOME_DOG,16,13,5,9,-12,-6,11,9,23,15,False
13,GRAVITY_HOME_DOG,16,15,6,6,-13,-12,7,7,20,19,False
18,GRAVITY_HOME_DOG,15,8,8,23,-16,-6,14,20,30,26,True
19,GRAVITY_HOME_DOG,14,4,9,36,-14,7,14,30,28,23,True
20,GRAVITY_AWAY_DOG,4,15,37,9,15,-15,40,14,25,29,True
21,GRAVITY_HOME_DOG,15,13,9,19,-18,-8,15,21,33,29,False
27,GRAVITY_AWAY_DOG,7,16,35,12,-4,-24,36,18,40,42,False
6,GRAVITY_AWAY_DOG,4,16,8,3,2,-5,7,3,5,8,True
7,GRAVITY_HOME_DOG,16,12,3,5,-7,-2,3,7,10,9,False
8,GRAVITY_HOME_DOG,15,11,5,9,-7,-7,13,9,20,16,True
9,GRAVITY_AWAY_DOG,3,15,17,5,3,-9,9,14,6,23,True
10,GRAVITY_HOME_DOG,16,15,5,6,-12,-9,15,7,27,16,False
12,GRAVITY_AWAY_DOG,11,16,13,6,-8,-14,13,8,21,22,True
13,GRAVITY_HOME_DOG,16,2,6,26,-17,8,9,16,26,8,True
14,GRAVITY_AWAY_DOG,6,16,22,6,7,-18,20,9,13,27,False
14,GRAVITY_HOME_DOG,13,9,12,18,-10,-4,15,10,25,14,True
15,GRAVITY_AWAY_DOG,3,14,27,12,10,-12,21,15,11,27,True
16,GRAVITY_AWAY_DOG,13,14,12,12,-12,-13,14,16,26,29,False
17,GRAVITY_HOME_DOG,15,3,11,33,-15,12,21,26,36,14,False
22,GRAVITY_HOME_DOG,14,1,18,45,-15,17,25,33,40,16,True
