season_name,matchday_number,md_total_goals,md_sum_odd,md_n_odd_fixtures,md_n_even_fixtures,md_avg_goals
VFLM 4637,16,19,1,5,3,2.375
VFLM 4637,17,23,1,5,3,2.875
VFLM 4637,18,18,0,4,4,2.25
VFLM 4637,19,22,0,4,4,2.75
VFLM 4637,20,25,1,7,1,3.125
VFLM 4637,21,20,0,4,4,2.5
VFLM 4637,22,26,0,4,4,3.25
VFLM 4637,23,23,1,3,5,2.875
VFLM 4637,24,19,1,3,5,2.375
VFLM 4637,25,15,1,3,5,1.875
VFLM 4637,26,19,1,5,3,2.375
VFLM 4637,27,23,1,5,3,2.875
VFLM 4637,28,22,0,2,6,2.75
VFLM 4637,29,18,0,4,4,2.25
VFLM 4637,30,22,0,4,4,2.75
VFLM 4638,1,25,1,7,1,3.125
VFLM 4638,2,20,0,4,4,2.5
VFLM 4638,3,26,0,4,4,3.25
VFLM 4638,4,23,1,3,5,2.875
VFLM 4638,5,19,1,3,5,2.375
VFLM 4638,6,15,1,3,5,1.875
VFLM 4638,7,19,1,5,3,2.375
VFLM 4638,8,22,0,2,6,2.75
VFLM 4638,9,18,0,4,4,2.25
VFLM 4638,10,22,0,4,4,2.75
VFLM 4638,11,25,1,7,1,3.125
VFLM 4638,12,20,0,4,4,2.5
VFLM 4638,13,26,0,4,4,3.25
VFLM 4638,14,23,1,3,5,2.875
VFLM 4638,15,19,1,3,5,2.375
VFLM 4638,16,15,1,3,5,1.875
VFLM 4638,17,19,1,5,3,2.375
VFLM 4638,18,24,0,4,4,3.0
VFLM 4638,19,22,0,2,6,2.75
VFLM 4638,20,18,0,4,4,2.25
VFLM 4638,21,22,0,4,4,2.75
VFLM 4638,22,25,1,7,1,3.125
VFLM 4638,23,20,0,4,4,2.5
VFLM 4638,24,26,0,4,4,3.25
VFLM 4638,25,23,1,3,5,2.875
VFLM 4638,26,19,1,3,5,2.375
VFLM 4638,27,15,1,3,5,1.875
VFLM 4638,28,24,0,4,4,3.0
VFLM 4638,29,22,0,2,6,2.75
VFLM 4638,30,18,0,4,4,2.25
VFLM 4639,1,22,0,4,4,2.75
VFLM 4639,2,25,1,7,1,3.125
VFLM 4639,3,20,0,4,4,2.5
VFLM 4639,4,26,0,4,4,3.25
VFLM 4639,5,23,1,3,5,2.875
VFLM 4639,6,19,1,3,5,2.375
VFLM 4639,7,15,1,3,5,1.875
VFLM 4639,8,24,0,4,4,3.0
VFLM 4639,9,22,0,2,6,2.75
VFLM 4639,10,18,0,4,4,2.25
VFLM 4639,11,22,0,4,4,2.75
VFLM 4639,12,25,1,7,1,3.125
VFLM 4639,13,20,0,4,4,2.5
VFLM 4639,14,26,0,4,4,3.25
VFLM 4639,15,23,1,3,5,2.875
VFLM 4639,16,19,1,3,5,2.375
VFLM 4639,17,15,1,3,5,1.875
VFLM 4639,18,24,0,2,6,3.0
VFLM 4639,19,24,0,4,4,3.0
VFLM 4639,20,22,0,2,6,2.75
VFLM 4639,21,18,0,4,4,2.25
VFLM 4639,22,22,0,4,4,2.75
VFLM 4639,23,25,1,7,1,3.125
VFLM 4639,24,20,0,4,4,2.5
VFLM 4639,25,26,0,4,4,3.25
VFLM 4639,26,23,1,3,5,2.875
VFLM 4639,27,19,1,3,5,2.375
VFLM 4639,28,24,0,2,6,3.0
VFLM 4639,29,24,0,4,4,3.0
VFLM 4639,30,22,0,2,6,2.75
VFLM 4640,1,18,0,4,4,2.25
VFLM 4640,2,22,0,4,4,2.75
VFLM 4640,3,25,1,7,1,3.125
VFLM 4640,4,20,0,4,4,2.5
VFLM 4640,5,26,0,4,4,3.25
VFLM 4640,6,23,1,3,5,2.875
VFLM 4640,7,19,1,3,5,2.375
VFLM 4640,8,17,1,5,3,2.125
VFLM 4640,9,24,0,2,6,3.0
VFLM 4640,10,24,0,4,4,3.0
VFLM 4640,11,22,0,2,6,2.75
VFLM 4640,12,18,0,4,4,2.25
VFLM 4640,13,22,0,4,4,2.75
VFLM 4640,14,25,1,7,1,3.125
VFLM 4640,15,20,0,4,4,2.5
VFLM 4640,16,26,0,4,4,3.25
VFLM 4640,17,23,1,3,5,2.875
VFLM 4640,18,17,1,5,3,2.125
VFLM 4640,19,24,0,2,6,3.0
VFLM 4640,20,24,0,4,4,3.0
VFLM 4640,21,22,0,2,6,2.75
VFLM 4640,22,18,0,4,4,2.25
VFLM 4640,23,22,0,4,4,2.75
VFLM 4640,24,25,1,7,1,3.125
VFLM 4640,25,20,0,4,4,2.5
VFLM 4640,26,26,0,4,4,3.25
VFLM 4640,27,23,1,3,5,2.875
VFLM 4640,28,25,1,3,5,3.125
VFLM 4640,29,17,1,5,3,2.125
VFLM 4640,30,24,0,2,6,3.0
VFLM 4641,1,24,0,4,4,3.0
VFLM 4641,2,22,0,2,6,2.75
VFLM 4641,3,18,0,4,4,2.25
VFLM 4641,4,22,0,4,4,2.75
VFLM 4641,5,25,1,7,1,3.125
VFLM 4641,6,20,0,4,4,2.5
VFLM 4641,7,25,1,3,5,3.125
VFLM 4641,8,17,1,5,3,2.125
VFLM 4641,9,24,0,2,6,3.0
VFLM 4641,10,24,0,4,4,3.0
VFLM 4641,11,22,0,2,6,2.75
VFLM 4641,12,18,0,4,4,2.25
VFLM 4641,13,22,0,4,4,2.75
VFLM 4641,14,25,1,7,1,3.125
VFLM 4641,15,20,0,4,4,2.5
VFLM 4641,16,26,0,4,4,3.25
VFLM 4641,17,17,1,1,7,2.125
VFLM 4641,18,25,1,3,5,3.125
VFLM 4641,19,17,1,5,3,2.125
VFLM 4641,20,24,0,2,6,3.0
VFLM 4641,21,24,0,4,4,3.0
VFLM 4641,22,22,0,2,6,2.75
VFLM 4641,23,18,0,4,4,2.25
VFLM 4641,24,22,0,4,4,2.75
VFLM 4641,25,25,1,7,1,3.125
VFLM 4641,26,20,0,4,4,2.5
VFLM 4641,27,19,1,3,5,2.375
VFLM 4641,28,26,0,4,4,3.25
VFLM 4641,29,17,1,1,7,2.125
VFLM 4641,30,25,1,3,5,3.125
VFLM 4642,1,17,1,5,3,2.125
VFLM 4642,2,24,0,2,6,3.0
VFLM 4642,3,24,0,4,4,3.0
VFLM 4642,4,22,0,2,6,2.75
VFLM 4642,5,18,0,4,4,2.25
VFLM 4642,6,22,0,4,4,2.75
VFLM 4642,7,19,1,3,5,2.375
VFLM 4642,8,26,0,4,4,3.25
VFLM 4642,9,17,1,1,7,2.125
VFLM 4642,10,25,1,3,5,3.125
VFLM 4642,11,17,1,5,3,2.125
VFLM 4642,12,24,0,2,6,3.0
VFLM 4642,13,24,0,4,4,3.0
VFLM 4642,14,22,0,2,6,2.75
VFLM 4642,15,18,0,4,4,2.25
VFLM 4642,16,22,0,4,4,2.75
VFLM 4642,17,18,0,4,4,2.25
VFLM 4642,18,27,1,7,1,3.375
VFLM 4642,19,19,1,3,5,2.375
VFLM 4642,20,26,0,4,4,3.25
VFLM 4642,21,17,1,1,7,2.125
VFLM 4642,22,25,1,3,5,3.125
VFLM 4642,23,17,1,5,3,2.125
VFLM 4642,24,24,0,2,6,3.0
VFLM 4642,25,24,0,4,4,3.0
VFLM 4642,26,22,0,2,6,2.75
VFLM 4642,27,22,0,4,4,2.75
VFLM 4642,28,18,0,4,4,2.25
VFLM 4642,29,27,1,7,1,3.375
VFLM 4642,30,19,1,3,5,2.375
VFLM 4643,1,26,0,4,4,3.25
VFLM 4643,2,17,1,1,7,2.125
VFLM 4643,3,25,1,3,5,3.125
VFLM 4643,4,17,1,5,3,2.125
VFLM 4643,5,24,0,2,6,3.0
VFLM 4643,6,24,0,4,4,3.0
VFLM 4643,7,15,1,3,5,1.875
VFLM 4643,8,22,0,4,4,2.75
VFLM 4643,9,18,0,4,4,2.25
VFLM 4643,10,27,1,7,1,3.375
VFLM 4643,11,19,1,3,5,2.375
VFLM 4643,12,26,0,4,4,3.25
VFLM 4643,13,17,1,1,7,2.125
VFLM 4643,14,25,1,3,5,3.125
VFLM 4643,15,17,1,5,3,2.125
VFLM 4643,16,24,0,2,6,3.0
VFLM 4643,17,14,0,6,2,1.75
VFLM 4643,18,15,1,3,5,1.875
VFLM 4643,19,22,0,4,4,2.75
VFLM 4643,20,18,0,4,4,2.25
VFLM 4643,21,27,1,7,1,3.375
VFLM 4643,22,19,1,3,5,2.375
VFLM 4643,23,26,0,4,4,3.25
VFLM 4643,24,17,1,1,7,2.125
VFLM 4643,25,25,1,3,5,3.125
VFLM 4643,26,17,1,5,3,2.125
VFLM 4643,27,20,0,4,4,2.5
VFLM 4643,28,14,0,6,2,1.75
VFLM 4643,29,15,1,3,5,1.875
VFLM 4643,30,22,0,4,4,2.75
VFLM 4650,1,14,0,4,4,1.75
VFLM 4650,2,13,1,1,7,1.625
VFLM 4650,3,23,1,3,5,2.875
VFLM 4650,4,16,0,2,6,2.0
VFLM 4650,5,15,1,3,5,1.875
VFLM 4650,6,21,1,5,3,2.625
VFLM 4650,7,27,1,5,3,3.375
VFLM 4650,8,21,1,5,3,2.625
VFLM 4650,9,17,1,3,5,2.125
VFLM 4650,10,21,1,3,5,2.625
VFLM 4650,11,12,0,4,4,1.5
VFLM 4650,12,19,1,3,5,2.375
VFLM 4650,13,20,0,6,2,2.5
VFLM 4650,14,14,0,4,4,1.75
VFLM 4650,15,13,1,1,7,1.625
VFLM 4650,16,21,1,5,3,2.625
VFLM 4650,17,27,1,5,3,3.375
VFLM 4650,18,21,1,5,3,2.625
VFLM 4650,19,17,1,3,5,2.125
VFLM 4650,20,21,1,3,5,2.625
VFLM 4650,21,12,0,4,4,1.5
VFLM 4650,22,21,1,5,3,2.625
VFLM 4650,23,27,1,5,3,3.375
VFLM 4650,24,21,1,5,3,2.625
VFLM 4650,25,17,1,3,5,2.125
VFLM 4650,26,21,1,3,5,2.625
VFLM 4650,27,12,0,4,4,1.5
VFLM 4650,28,19,1,3,5,2.375
VFLM 4650,29,20,0,6,2,2.5
VFLM 4650,30,14,0,4,4,1.75
VFLM 4652,1,13,1,1,7,1.625
VFLM 4652,2,21,1,5,3,2.625
VFLM 4652,3,27,1,5,3,3.375
VFLM 4652,4,21,1,5,3,2.625
VFLM 4652,5,17,1,3,5,2.125
VFLM 4652,6,21,1,3,5,2.625
VFLM 4652,7,12,0,4,4,1.5
VFLM 4652,8,19,1,3,5,2.375
VFLM 4652,9,20,0,6,2,2.5
VFLM 4652,10,14,0,4,4,1.75
VFLM 4652,11,13,1,1,7,1.625
VFLM 4652,12,21,1,5,3,2.625
VFLM 4652,13,27,1,5,3,3.375
VFLM 4652,14,21,1,5,3,2.625
VFLM 4652,15,17,1,3,5,2.125
VFLM 4652,16,21,1,3,5,2.625
VFLM 4652,17,12,0,4,4,1.5
VFLM 4652,18,19,1,3,5,2.375
VFLM 4652,19,20,0,6,2,2.5
VFLM 4652,20,14,0,4,4,1.75
VFLM 4652,21,13,1,1,7,1.625
VFLM 4652,22,18,0,2,6,2.25
VFLM 4652,23,21,1,5,3,2.625
VFLM 4652,24,27,1,5,3,3.375
VFLM 4652,25,21,1,5,3,2.625
VFLM 4652,26,17,1,3,5,2.125
VFLM 4652,27,21,1,3,5,2.625
VFLM 4652,28,12,0,4,4,1.5
VFLM 4652,29,19,1,3,5,2.375
VFLM 4652,30,20,0,6,2,2.5
VFLM 4653,1,14,0,4,4,1.75
VFLM 4653,2,18,0,2,6,2.25
VFLM 4653,3,21,1,5,3,2.625
VFLM 4653,4,27,1,5,3,3.375
VFLM 4653,5,21,1,5,3,2.625
VFLM 4653,6,17,1,3,5,2.125
VFLM 4653,7,21,1,3,5,2.625
VFLM 4653,8,12,0,4,4,1.5
VFLM 4653,9,19,1,3,5,2.375
VFLM 4653,10,20,0,6,2,2.5
VFLM 4653,11,14,0,4,4,1.75
VFLM 4653,12,17,1,3,5,2.125
VFLM 4653,13,18,0,2,6,2.25
VFLM 4653,14,21,1,5,3,2.625
VFLM 4653,15,27,1,5,3,3.375
VFLM 4653,16,21,1,5,3,2.625
VFLM 4653,17,17,1,3,5,2.125
VFLM 4653,18,21,1,3,5,2.625
VFLM 4653,19,12,0,4,4,1.5
VFLM 4653,20,19,1,3,5,2.375
VFLM 4653,21,20,0,6,2,2.5
VFLM 4653,22,17,1,3,5,2.125
VFLM 4653,23,18,0,2,6,2.25
VFLM 4653,24,21,1,5,3,2.625
VFLM 4653,25,27,1,5,3,3.375
VFLM 4653,26,21,1,5,3,2.625
VFLM 4653,27,17,1,3,5,2.125
VFLM 4653,28,21,1,3,5,2.625
VFLM 4653,29,12,0,4,4,1.5
VFLM 4653,30,19,1,3,5,2.375
VFLM 4654,1,20,0,6,2,2.5
VFLM 4654,2,19,1,3,5,2.375
VFLM 4654,3,17,1,3,5,2.125
VFLM 4654,4,18,0,2,6,2.25
VFLM 4654,5,21,1,5,3,2.625
VFLM 4654,6,27,1,5,3,3.375
VFLM 4654,7,21,1,5,3,2.625
VFLM 4654,8,17,1,3,5,2.125
VFLM 4654,9,21,1,3,5,2.625
VFLM 4654,10,12,0,4,4,1.5
VFLM 4654,11,19,1,3,5,2.375
VFLM 4654,12,19,1,3,5,2.375
VFLM 4654,13,17,1,3,5,2.125
VFLM 4654,14,18,0,2,6,2.25
VFLM 4654,15,21,1,5,3,2.625
VFLM 4654,16,27,1,5,3,3.375
VFLM 4654,17,21,1,5,3,2.625
VFLM 4654,18,17,1,3,5,2.125
VFLM 4654,19,21,1,3,5,2.625
VFLM 4654,20,12,0,4,4,1.5
VFLM 4654,21,19,1,3,5,2.375
VFLM 4654,22,16,0,4,4,2.0
VFLM 4654,23,19,1,3,5,2.375
VFLM 4654,24,17,1,3,5,2.125
VFLM 4654,25,18,0,2,6,2.25
VFLM 4654,26,21,1,5,3,2.625
VFLM 4654,27,27,1,5,3,3.375
VFLM 4654,28,21,1,5,3,2.625
VFLM 4654,29,16,0,4,4,2.0
VFLM 4654,30,19,1,3,5,2.375
VFLM 4655,1,17,1,3,5,2.125
VFLM 4655,2,18,0,2,6,2.25
VFLM 4655,3,21,1,5,3,2.625
VFLM 4655,4,27,1,5,3,3.375
VFLM 4655,5,21,1,5,3,2.625
VFLM 4655,6,17,1,3,5,2.125
VFLM 4655,7,21,1,3,5,2.625
VFLM 4655,8,12,0,4,4,1.5
VFLM 4655,9,30,0,2,6,3.75
VFLM 4655,10,16,0,4,4,2.0
VFLM 4655,11,19,1,3,5,2.375
VFLM 4655,12,30,0,2,6,3.75
VFLM 4655,13,16,0,4,4,2.0
VFLM 4655,14,19,1,3,5,2.375
VFLM 4655,15,17,1,3,5,2.125
VFLM 4655,16,18,0,2,6,2.25
VFLM 4655,17,21,1,5,3,2.625
VFLM 4655,18,27,1,5,3,3.375
VFLM 4655,19,21,1,5,3,2.625
VFLM 4655,20,17,1,3,5,2.125
VFLM 4655,21,21,1,3,5,2.625
VFLM 4655,22,18,0,4,4,2.25
VFLM 4655,23,30,0,2,6,3.75
VFLM 4655,24,16,0,4,4,2.0
VFLM 4655,25,19,1,3,5,2.375
VFLM 4655,26,17,1,3,5,2.125
VFLM 4655,27,18,0,2,6,2.25
VFLM 4655,28,21,1,5,3,2.625
VFLM 4655,29,27,1,5,3,3.375
VFLM 4655,30,21,1,5,3,2.625
VFLM 4656,1,17,1,3,5,2.125
VFLM 4656,2,18,0,4,4,2.25
VFLM 4656,3,18,0,4,4,2.25
VFLM 4656,4,30,0,2,6,3.75
VFLM 4656,5,16,0,4,4,2.0
VFLM 4656,6,19,1,3,5,2.375
VFLM 4656,7,17,1,3,5,2.125
VFLM 4656,8,18,0,2,6,2.25
VFLM 4656,9,21,1,5,3,2.625
VFLM 4656,10,27,1,5,3,3.375
VFLM 4656,11,21,1,5,3,2.625
VFLM 4656,12,21,1,3,5,2.625
VFLM 4656,13,18,0,4,4,2.25
VFLM 4656,14,18,0,4,4,2.25
VFLM 4656,15,30,0,2,6,3.75
VFLM 4656,16,16,0,4,4,2.0
VFLM 4656,17,19,1,3,5,2.375
VFLM 4656,18,17,1,3,5,2.125
VFLM 4656,19,18,0,2,6,2.25
VFLM 4656,20,21,1,5,3,2.625
VFLM 4656,21,27,1,5,3,3.375
VFLM 4656,22,15,1,3,5,1.875
VFLM 4656,23,21,1,3,5,2.625
VFLM 4656,24,18,0,4,4,2.25
VFLM 4656,25,18,0,4,4,2.25
VFLM 4656,26,30,0,2,6,3.75
VFLM 4656,27,16,0,4,4,2.0
VFLM 4656,28,19,1,3,5,2.375
VFLM 4656,29,17,1,3,5,2.125
VFLM 4656,30,18,0,2,6,2.25
VFLM 4657,1,21,1,5,3,2.625
VFLM 4657,2,17,1,3,5,2.125
VFLM 4657,3,15,1,3,5,1.875
VFLM 4657,4,21,1,3,5,2.625
VFLM 4657,5,18,0,4,4,2.25
VFLM 4657,6,18,0,4,4,2.25
VFLM 4657,7,30,0,2,6,3.75
VFLM 4657,8,16,0,4,4,2.0
VFLM 4657,9,19,1,3,5,2.375
VFLM 4657,10,17,1,3,5,2.125
VFLM 4657,11,18,0,2,6,2.25
VFLM 4657,12,16,0,2,6,2.0
VFLM 4657,13,17,1,3,5,2.125
VFLM 4657,14,15,1,3,5,1.875
VFLM 4657,15,21,1,3,5,2.625
VFLM 4657,16,18,0,4,4,2.25
VFLM 4657,17,18,0,4,4,2.25
VFLM 4657,18,30,0,2,6,3.75
VFLM 4657,19,16,0,4,4,2.0
VFLM 4657,20,19,1,3,5,2.375
VFLM 4657,21,17,1,3,5,2.125
VFLM 4657,22,16,0,4,4,2.0
VFLM 4657,23,16,0,2,6,2.0
VFLM 4657,24,17,1,3,5,2.125
VFLM 4657,25,15,1,3,5,1.875
VFLM 4657,26,21,1,3,5,2.625
VFLM 4657,27,18,0,4,4,2.25
VFLM 4657,28,18,0,4,4,2.25
VFLM 4657,29,30,0,2,6,3.75
VFLM 4657,30,16,0,4,4,2.0
VFLM 4658,1,19,1,3,5,2.375
VFLM 4658,2,19,1,5,3,2.375
VFLM 4658,3,16,0,4,4,2.0
VFLM 4658,4,16,0,2,6,2.0
VFLM 4658,5,17,1,3,5,2.125
VFLM 4658,6,15,1,3,5,1.875
VFLM 4658,7,21,1,3,5,2.625
VFLM 4658,8,18,0,4,4,2.25
VFLM 4658,9,18,0,4,4,2.25
VFLM 4658,10,30,0,2,6,3.75
VFLM 4658,11,16,0,4,4,2.0
VFLM 4658,12,23,1,3,5,2.875
VFLM 4658,13,27,1,5,3,3.375
VFLM 4658,14,19,1,5,3,2.375
VFLM 4658,15,16,0,4,4,2.0
VFLM 4658,16,16,0,2,6,2.0
VFLM 4658,17,17,1,3,5,2.125
VFLM 4658,18,15,1,3,5,1.875
VFLM 4658,19,21,1,3,5,2.625
VFLM 4658,20,18,0,4,4,2.25
VFLM 4658,21,18,0,4,4,2.25
VFLM 4658,22,24,0,4,4,3.0
VFLM 4658,23,23,1,3,5,2.875
VFLM 4658,24,27,1,5,3,3.375
VFLM 4658,25,19,1,5,3,2.375
VFLM 4658,26,16,0,4,4,2.0
VFLM 4658,27,16,0,2,6,2.0
VFLM 4658,28,17,1,3,5,2.125
VFLM 4658,29,15,1,3,5,1.875
VFLM 4658,30,21,1,3,5,2.625
VFLM 4659,1,18,0,4,4,2.25
VFLM 4659,2,24,0,4,4,3.0
VFLM 4659,3,15,1,3,5,1.875
VFLM 4659,4,24,0,4,4,3.0
VFLM 4659,5,23,1,3,5,2.875
VFLM 4659,6,27,1,5,3,3.375
VFLM 4659,7,19,1,5,3,2.375
VFLM 4659,8,16,0,4,4,2.0
VFLM 4659,9,16,0,2,6,2.0
VFLM 4659,10,17,1,3,5,2.125
VFLM 4659,11,15,1,3,5,1.875
VFLM 4659,12,21,1,3,5,2.625
VFLM 4659,13,15,1,3,5,1.875
VFLM 4659,14,24,0,4,4,3.0
VFLM 4659,15,23,1,3,5,2.875
VFLM 4659,16,27,1,5,3,3.375
VFLM 4659,17,19,1,5,3,2.375
VFLM 4659,18,16,0,4,4,2.0
VFLM 4659,19,16,0,2,6,2.0
VFLM 4659,20,17,1,3,5,2.125
VFLM 4659,21,15,1,3,5,1.875
VFLM 4659,22,21,1,3,5,2.625
VFLM 4659,23,19,1,1,7,2.375
VFLM 4659,24,15,1,3,5,1.875
VFLM 4659,25,24,0,4,4,3.0
VFLM 4659,26,23,1,3,5,2.875
VFLM 4659,27,27,1,5,3,3.375
VFLM 4659,28,19,1,5,3,2.375
VFLM 4659,29,16,0,4,4,2.0
VFLM 4659,30,16,0,2,6,2.0
VFLM 4660,1,17,1,3,5,2.125
VFLM 4660,2,15,1,3,5,1.875
VFLM 4660,3,19,1,1,7,2.375
VFLM 4660,4,15,1,3,5,1.875
VFLM 4660,5,24,0,4,4,3.0
VFLM 4660,6,23,1,3,5,2.875
VFLM 4660,7,27,1,5,3,3.375
VFLM 4660,8,19,1,5,3,2.375
VFLM 4660,9,16,0,4,4,2.0
VFLM 4660,10,16,0,2,6,2.0
VFLM 4660,11,17,1,3,5,2.125
VFLM 4660,12,15,1,3,5,1.875
VFLM 4660,13,21,1,5,3,2.625
VFLM 4660,14,19,1,1,7,2.375
VFLM 4660,15,15,1,3,5,1.875
VFLM 4660,16,24,0,4,4,3.0
VFLM 4660,17,23,1,3,5,2.875
VFLM 4660,18,27,1,5,3,3.375
VFLM 4660,19,19,1,5,3,2.375
VFLM 4660,20,16,0,4,4,2.0
VFLM 4660,21,16,0,2,6,2.0
VFLM 4660,22,17,1,3,5,2.125
VFLM 4660,23,21,1,5,3,2.625
VFLM 4660,24,19,1,1,7,2.375
VFLM 4660,25,15,1,3,5,1.875
VFLM 4660,26,24,0,4,4,3.0
VFLM 4660,27,23,1,3,5,2.875
VFLM 4660,28,27,1,5,3,3.375
VFLM 4660,29,19,1,5,3,2.375
VFLM 4660,30,16,0,4,4,2.0
VFLM 4661,1,16,0,2,6,2.0
VFLM 4661,2,17,1,3,5,2.125
VFLM 4661,3,31,1,5,3,3.875
VFLM 4661,4,21,1,5,3,2.625
VFLM 4661,5,19,1,1,7,2.375
VFLM 4661,6,15,1,3,5,1.875
VFLM 4661,7,24,0,4,4,3.0
VFLM 4661,8,23,1,3,5,2.875
VFLM 4661,9,27,1,5,3,3.375
VFLM 4661,10,19,1,5,3,2.375
VFLM 4661,11,16,0,4,4,2.0
VFLM 4661,12,16,0,2,6,2.0
VFLM 4661,13,31,1,5,3,3.875
VFLM 4661,14,21,1,5,3,2.625
VFLM 4661,15,19,1,1,7,2.375
VFLM 4661,16,15,1,3,5,1.875
VFLM 4661,17,24,0,4,4,3.0
VFLM 4661,18,23,1,3,5,2.875
VFLM 4661,19,27,1,5,3,3.375
VFLM 4661,20,19,1,5,3,2.375
VFLM 4661,21,16,0,4,4,2.0
VFLM 4661,22,16,0,2,6,2.0
VFLM 4661,23,31,1,5,3,3.875
VFLM 4661,24,21,1,5,3,2.625
VFLM 4661,25,19,1,1,7,2.375
VFLM 4661,26,15,1,3,5,1.875
VFLM 4661,27,24,0,4,4,3.0
VFLM 4661,28,23,1,3,5,2.875
VFLM 4661,29,27,1,5,3,3.375
VFLM 4661,30,19,1,5,3,2.375
VFLM 4662,1,16,0,4,4,2.0
VFLM 4662,2,16,0,2,6,2.0
VFLM 4662,3,25,1,3,5,3.125
VFLM 4662,4,31,1,5,3,3.875
VFLM 4662,5,21,1,5,3,2.625
VFLM 4662,6,19,1,1,7,2.375
VFLM 4662,7,15,1,3,5,1.875
VFLM 4662,8,24,0,4,4,3.0
VFLM 4662,9,23,1,3,5,2.875
VFLM 4662,10,27,1,5,3,3.375
VFLM 4662,11,19,1,5,3,2.375
VFLM 4662,12,16,0,4,4,2.0
VFLM 4662,13,25,1,3,5,3.125
VFLM 4662,14,31,1,5,3,3.875
VFLM 4662,15,21,1,5,3,2.625
VFLM 4662,16,19,1,1,7,2.375
VFLM 4662,17,15,1,3,5,1.875
VFLM 4662,18,24,0,4,4,3.0
VFLM 4662,19,23,1,3,5,2.875
VFLM 4662,20,27,1,5,3,3.375
VFLM 4662,21,19,1,5,3,2.375
VFLM 4662,22,16,0,4,4,2.0
VFLM 4662,23,26,0,6,2,3.25
VFLM 4662,24,25,1,3,5,3.125
VFLM 4662,25,31,1,5,3,3.875
VFLM 4662,26,21,1,5,3,2.625
VFLM 4662,27,19,1,1,7,2.375
VFLM 4662,28,15,1,3,5,1.875
VFLM 4662,29,24,0,4,4,3.0
VFLM 4662,30,23,1,3,5,2.875
VFLM 4663,1,27,1,5,3,3.375
VFLM 4663,2,19,1,5,3,2.375
VFLM 4663,3,26,0,6,2,3.25
VFLM 4663,4,25,1,3,5,3.125
VFLM 4663,5,31,1,5,3,3.875
VFLM 4663,6,21,1,5,3,2.625
VFLM 4663,7,19,1,1,7,2.375
VFLM 4663,8,15,1,3,5,1.875
VFLM 4663,9,24,0,4,4,3.0
VFLM 4663,10,23,1,3,5,2.875
VFLM 4663,11,27,1,5,3,3.375
VFLM 4663,12,19,1,5,3,2.375
VFLM 4663,13,20,0,6,2,2.5
VFLM 4663,14,26,0,6,2,3.25
VFLM 4663,15,25,1,3,5,3.125
VFLM 4663,16,31,1,5,3,3.875
VFLM 4663,17,21,1,5,3,2.625
VFLM 4663,18,19,1,1,7,2.375
VFLM 4663,19,15,1,3,5,1.875
VFLM 4663,20,24,0,4,4,3.0
VFLM 4663,21,23,1,3,5,2.875
VFLM 4663,22,27,1,5,3,3.375
VFLM 4663,23,20,0,6,2,2.5
VFLM 4663,24,26,0,6,2,3.25
VFLM 4663,25,25,1,3,5,3.125
VFLM 4663,26,31,1,5,3,3.875
VFLM 4663,27,21,1,5,3,2.625
VFLM 4663,28,19,1,1,7,2.375
VFLM 4663,29,15,1,3,5,1.875
VFLM 4663,30,24,0,4,4,3.0
VFLM 4664,1,23,1,3,5,2.875
VFLM 4664,2,27,1,5,3,3.375
VFLM 4664,3,20,0,6,2,2.5
VFLM 4664,4,26,0,6,2,3.25
VFLM 4664,5,25,1,3,5,3.125
VFLM 4664,6,31,1,5,3,3.875
VFLM 4664,7,21,1,5,3,2.625
VFLM 4664,8,19,1,1,7,2.375
VFLM 4664,9,15,1,3,5,1.875
VFLM 4664,10,24,0,4,4,3.0
VFLM 4664,11,23,1,3,5,2.875
VFLM 4664,12,27,1,5,3,3.375
VFLM 4664,13,20,0,4,4,2.5
VFLM 4664,14,20,0,6,2,2.5
VFLM 4664,15,26,0,6,2,3.25
VFLM 4664,16,25,1,3,5,3.125
VFLM 4664,17,31,1,5,3,3.875
VFLM 4664,18,21,1,5,3,2.625
VFLM 4664,19,19,1,1,7,2.375
VFLM 4664,20,15,1,3,5,1.875
VFLM 4664,21,24,0,4,4,3.0
VFLM 4664,22,20,0,4,4,2.5
VFLM 4664,23,20,0,6,2,2.5
VFLM 4664,24,26,0,6,2,3.25
VFLM 4664,25,25,1,3,5,3.125
VFLM 4664,26,31,1,5,3,3.875
VFLM 4664,27,21,1,5,3,2.625
VFLM 4664,28,19,1,1,7,2.375
VFLM 4664,29,15,1,3,5,1.875
VFLM 4664,30,24,0,4,4,3.0
VFLM 4665,1,23,1,3,5,2.875
VFLM 4665,2,25,1,3,5,3.125
VFLM 4665,3,20,0,4,4,2.5
VFLM 4665,4,20,0,6,2,2.5
VFLM 4665,5,26,0,6,2,3.25
VFLM 4665,6,25,1,3,5,3.125
VFLM 4665,7,31,1,5,3,3.875
VFLM 4665,8,21,1,5,3,2.625
VFLM 4665,9,19,1,1,7,2.375
VFLM 4665,10,25,1,3,5,3.125
VFLM 4665,11,20,0,4,4,2.5
VFLM 4665,12,20,0,6,2,2.5
VFLM 4665,13,26,0,6,2,3.25
VFLM 4665,14,25,1,3,5,3.125
VFLM 4665,15,31,1,5,3,3.875
VFLM 4665,16,21,1,5,3,2.625
VFLM 4665,17,19,1,1,7,2.375
VFLM 4665,18,15,1,3,5,1.875
